LID,VideoFile,Label,MLabeler,MLabelTime,ProjectID
11485,MCxCVF1_12b_1__0004_vid__5953__939__20276__272__1043.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,13:01.7,MCxCVF1_12b_1
11486,MCxCVF1_12b_1__0004_vid__5969__10228__20303__395__514.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,03:19.9,MCxCVF1_12b_1
11487,MCxCVF1_12b_1__0004_vid__6093__3096__20612__496__563.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,34:14.9,MCxCVF1_12b_1
11488,MCxCVF1_12b_1__0004_vid__6208__616__21010__651__456.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,53:18.4,MCxCVF1_12b_1
11489,MCxCVF1_12b_1__0004_vid__6238__1042__21119__696__441.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,45:46.1,MCxCVF1_12b_1
11490,MCxCVF1_12b_1__0004_vid__6367__1841__21470__671__698.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,36:00.5,MCxCVF1_12b_1
11491,MCxCVF1_12b_1__0004_vid__6471__4211__21746__394__507.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,34:40.6,MCxCVF1_12b_1
11492,MCxCVF1_12b_1__0004_vid__6594__588__22750__339__1152.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,53:55.9,MCxCVF1_12b_1
11493,MCxCVF1_12b_1__0004_vid__6685__1097__23403__260__1148.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,45:15.0,MCxCVF1_12b_1
11494,MCxCVF1_12b_1__0004_vid__6705__1110__23430__379__703.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,34:23.5,MCxCVF1_12b_1
11495,MCxCVF1_12b_1__0004_vid__6738__763__23547__302__830.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,45:26.4,MCxCVF1_12b_1
11496,MCxCVF1_12b_1__0004_vid__6771__106__23625__390__1004.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,57:26.4,MCxCVF1_12b_1
11497,MCxCVF1_12b_1__0004_vid__6794__981__23700__566__480.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,38:20.6,MCxCVF1_12b_1
11498,MCxCVF1_12b_1__0004_vid__6934__1980__24052__505__612.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,40:23.7,MCxCVF1_12b_1
11499,MCxCVF1_12b_1__0004_vid__6950__3709__24086__705__715.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,53:15.9,MCxCVF1_12b_1
11500,MCxCVF1_12b_1__0004_vid__6978__912__24128__760__251.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,34:50.0,MCxCVF1_12b_1
11501,MCxCVF1_12b_1__0004_vid__7046__2045__24297__587__709.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,39:32.9,MCxCVF1_12b_1
11502,MCxCVF1_12b_1__0004_vid__7094__4574__24408__475__392.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,50:31.2,MCxCVF1_12b_1
11503,MCxCVF1_12b_1__0004_vid__7124__4207__24502__367__392.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,32:55.4,MCxCVF1_12b_1
11504,MCxCVF1_12b_1__0004_vid__7169__1027__24600__612__365.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,52:31.1,MCxCVF1_12b_1
11505,MCxCVF1_12b_1__0004_vid__7171__1707__24601__745__422.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,37:43.4,MCxCVF1_12b_1
11506,MCxCVF1_12b_1__0004_vid__7181__1533__24619__550__1187.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,13:03.1,MCxCVF1_12b_1
11507,MCxCVF1_12b_1__0004_vid__7227__744__24692__402__219.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,56:10.1,MCxCVF1_12b_1
11508,MCxCVF1_12b_1__0004_vid__7297__2789__25427__646__647.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,45:37.9,MCxCVF1_12b_1
11509,MCxCVF1_12b_1__0004_vid__7342__569__25709__587__271.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,47:25.2,MCxCVF1_12b_1
11510,MCxCVF1_12b_1__0004_vid__7366__2890__25760__392__455.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,47:51.6,MCxCVF1_12b_1
11511,MCxCVF1_12b_1__0004_vid__7384__4262__25788__534__426.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,08:28.8,MCxCVF1_12b_1
11512,MCxCVF1_12b_1__0004_vid__7411__905__25903__557__646.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,34:11.6,MCxCVF1_12b_1
11513,MCxCVF1_12b_1__0004_vid__7414__1447__25918__471__581.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,34:33.7,MCxCVF1_12b_1
11514,MCxCVF1_12b_1__0004_vid__7521__258__26674__212__810.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,08:08.7,MCxCVF1_12b_1
11515,MCxCVF1_12b_1__0004_vid__7606__2884__27022__367__368.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,32:58.3,MCxCVF1_12b_1
11516,MCxCVF1_12b_1__0004_vid__7607__6283__27044__483__693.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,43:51.7,MCxCVF1_12b_1
11517,MCxCVF1_12b_1__0004_vid__7696__990__27319__780__689.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,11:22.4,MCxCVF1_12b_1
11518,MCxCVF1_12b_1__0004_vid__7699__2964__27321__416__903.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,04:31.2,MCxCVF1_12b_1
11519,MCxCVF1_12b_1__0004_vid__7757__762__27444__576__514.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,36:15.4,MCxCVF1_12b_1
11520,MCxCVF1_12b_1__0004_vid__7788__1039__27656__641__638.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,45:49.5,MCxCVF1_12b_1
11521,MCxCVF1_12b_1__0004_vid__7843__4416__27804__479__105.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,11:30.6,MCxCVF1_12b_1
11522,MCxCVF1_12b_1__0004_vid__7901__748__27996__674__392.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,34:31.0,MCxCVF1_12b_1
11523,MCxCVF1_12b_1__0004_vid__7924__1483__28118__542__287.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,07:19.3,MCxCVF1_12b_1
11524,MCxCVF1_12b_1__0004_vid__8036__2314__28560__615__1023.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,07:01.2,MCxCVF1_12b_1
11525,MCxCVF1_12b_1__0004_vid__8059__1383__28640__489__347.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,55:46.7,MCxCVF1_12b_1
11526,MCxCVF1_12b_1__0004_vid__8113__1064__28916__501__506.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,01:12.7,MCxCVF1_12b_1
11527,MCxCVF1_12b_1__0004_vid__8130__3324__28956__416__241.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,45:05.1,MCxCVF1_12b_1
11528,MCxCVF1_12b_1__0004_vid__8424__538__30091__342__653.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,51:16.4,MCxCVF1_12b_1
11529,MCxCVF1_12b_1__0004_vid__8434__3653__30130__719__698.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,03:23.4,MCxCVF1_12b_1
11530,MCxCVF1_12b_1__0004_vid__8460__582__30195__561__682.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,51:07.4,MCxCVF1_12b_1
11531,MCxCVF1_12b_1__0004_vid__8531__1607__30542__506__644.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,32:21.5,MCxCVF1_12b_1
11532,MCxCVF1_12b_1__0004_vid__8590__3261__30725__506__626.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,04:02.0,MCxCVF1_12b_1
11533,MCxCVF1_12b_1__0004_vid__8593__877__30726__564__505.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,39:38.9,MCxCVF1_12b_1
11534,MCxCVF1_12b_1__0004_vid__8720__1570__31150__860__799.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,06:13.8,MCxCVF1_12b_1
11535,MCxCVF1_12b_1__0004_vid__8747__1288__31207__245__974.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,55:08.9,MCxCVF1_12b_1
11536,MCxCVF1_12b_1__0004_vid__8848__2955__31914__312__618.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,08:33.5,MCxCVF1_12b_1
11537,MCxCVF1_12b_1__0004_vid__8889__619__32064__518__590.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,36:20.0,MCxCVF1_12b_1
11538,MCxCVF1_12b_1__0004_vid__8896__580__32075__413__704.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,37:00.6,MCxCVF1_12b_1
11539,MCxCVF1_12b_1__0004_vid__8972__574__32341__815__639.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,54:19.0,MCxCVF1_12b_1
11540,MCxCVF1_12b_1__0004_vid__9001__858__32398__755__582.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,33:16.6,MCxCVF1_12b_1
11541,MCxCVF1_12b_1__0004_vid__9015__9412__32511__196__795.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,44:52.4,MCxCVF1_12b_1
11542,MCxCVF1_12b_1__0004_vid__9018__3914__32515__322__712.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,03:31.8,MCxCVF1_12b_1
11543,MCxCVF1_12b_1__0004_vid__9022__3599__32529__186__463.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,03:36.5,MCxCVF1_12b_1
11544,MCxCVF1_12b_1__0004_vid__9034__3425__32602__546__245.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,42:22.1,MCxCVF1_12b_1
11545,MCxCVF1_12b_1__0004_vid__9183__2517__33160__458__865.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,49:34.5,MCxCVF1_12b_1
11546,MCxCVF1_12b_1__0004_vid__9272__7534__33452__198__774.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,32:05.7,MCxCVF1_12b_1
11547,MCxCVF1_12b_1__0004_vid__9341__3153__33718__738__690.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,55:00.8,MCxCVF1_12b_1
11548,MCxCVF1_12b_1__0004_vid__9646__920__35245__780__594.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,13:10.5,MCxCVF1_12b_1
11549,MCxCVF1_12b_1__0005_vid__220__512__542__768__736.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,28:41.8,MCxCVF1_12b_1
11550,MCxCVF1_12b_1__0005_vid__240__755__636__661__456.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,18:47.7,MCxCVF1_12b_1
11551,MCxCVF1_12b_1__0005_vid__376__1376__1095__446__562.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,26:34.3,MCxCVF1_12b_1
11552,MCxCVF1_12b_1__0005_vid__386__3050__1147__480__625.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,46:10.1,MCxCVF1_12b_1
11553,MCxCVF1_12b_1__0005_vid__395__3310__1205__617__1004.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,01:35.8,MCxCVF1_12b_1
11554,MCxCVF1_12b_1__0005_vid__411__3446__1238__585__564.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,41:37.2,MCxCVF1_12b_1
11555,MCxCVF1_12b_1__0005_vid__432__819__1339__856__582.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,28:03.5,MCxCVF1_12b_1
11556,MCxCVF1_12b_1__0005_vid__462__764__1382__459__327.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,32:20.6,MCxCVF1_12b_1
11557,MCxCVF1_12b_1__0005_vid__564__4004__1746__812__576.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,35:51.2,MCxCVF1_12b_1
11558,MCxCVF1_12b_1__0005_vid__620__1331__1900__495__421.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,26:42.3,MCxCVF1_12b_1
11559,MCxCVF1_12b_1__0005_vid__643__2359__1969__385__487.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,29:08.8,MCxCVF1_12b_1
11560,MCxCVF1_12b_1__0005_vid__683__1529__2384__452__529.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,41:34.6,MCxCVF1_12b_1
11561,MCxCVF1_12b_1__0005_vid__695__1806__2450__480__539.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,34:53.2,MCxCVF1_12b_1
11562,MCxCVF1_12b_1__0005_vid__764__2010__3116__828__771.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,30:00.8,MCxCVF1_12b_1
11563,MCxCVF1_12b_1__0005_vid__786__1593__3235__437__380.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,32:41.6,MCxCVF1_12b_1
11564,MCxCVF1_12b_1__0005_vid__838__16376__3411__465__139.mp4,s,zack-Lenovo-ideapad-Y700-15ISK,21:48.7,MCxCVF1_12b_1
11565,MCxCVF1_12b_1__0005_vid__989__693__4202__115__980.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,41:49.3,MCxCVF1_12b_1
11566,MCxCVF1_12b_1__0005_vid__1032__1597__4318__535__276.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,14:44.3,MCxCVF1_12b_1
11567,MCxCVF1_12b_1__0005_vid__1080__1491__4361__681__530.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,56:46.2,MCxCVF1_12b_1
11568,MCxCVF1_12b_1__0005_vid__1107__150__4407__699__414.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,22:17.7,MCxCVF1_12b_1
11569,MCxCVF1_12b_1__0005_vid__1135__1058__4465__443__381.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,39:19.0,MCxCVF1_12b_1
11570,MCxCVF1_12b_1__0005_vid__1139__450__4469__338__283.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,30:10.4,MCxCVF1_12b_1
11571,MCxCVF1_12b_1__0005_vid__1183__492__4549__758__611.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,40:57.5,MCxCVF1_12b_1
11572,MCxCVF1_12b_1__0005_vid__1289__549__4999__589__402.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,35:43.3,MCxCVF1_12b_1
11573,MCxCVF1_12b_1__0005_vid__1362__1800__5223__273__1163.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,26:26.2,MCxCVF1_12b_1
11574,MCxCVF1_12b_1__0005_vid__1363__1360__5223__279__1055.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,32:08.8,MCxCVF1_12b_1
11575,MCxCVF1_12b_1__0005_vid__1372__917__5266__719__625.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,38:48.3,MCxCVF1_12b_1
11576,MCxCVF1_12b_1__0005_vid__1377__635__5269__701__458.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,23:11.4,MCxCVF1_12b_1
11577,MCxCVF1_12b_1__0005_vid__1395__520__5287__116__1062.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,46:40.0,MCxCVF1_12b_1
11578,MCxCVF1_12b_1__0005_vid__1459__5815__5460__552__514.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,13:59.0,MCxCVF1_12b_1
11579,MCxCVF1_12b_1__0005_vid__1485__1210__5516__410__970.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,42:24.5,MCxCVF1_12b_1
11580,MCxCVF1_12b_1__0005_vid__1644__102__5802__665__676.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,38:16.7,MCxCVF1_12b_1
11581,MCxCVF1_12b_1__0005_vid__1664__632__5839__479__1024.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,29:55.3,MCxCVF1_12b_1
11582,MCxCVF1_12b_1__0005_vid__1692__8945__5886__502__602.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,13:25.5,MCxCVF1_12b_1
11583,MCxCVF1_12b_1__0005_vid__1732__3536__5962__732__613.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,14:38.1,MCxCVF1_12b_1
11584,MCxCVF1_12b_1__0005_vid__1874__2941__6271__201__245.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,00:11.9,MCxCVF1_12b_1
11585,MCxCVF1_12b_1__0005_vid__1875__1809__6271__214__115.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,39:03.4,MCxCVF1_12b_1
11586,MCxCVF1_12b_1__0005_vid__2043__576__6690__225__1119.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,23:47.2,MCxCVF1_12b_1
11587,MCxCVF1_12b_1__0005_vid__2120__104__6877__629__339.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,09:36.2,MCxCVF1_12b_1
11588,MCxCVF1_12b_1__0005_vid__2206__4532__7062__529__650.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,04:42.2,MCxCVF1_12b_1
11589,MCxCVF1_12b_1__0005_vid__2219__2783__7078__147__805.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,29:16.4,MCxCVF1_12b_1
11590,MCxCVF1_12b_1__0005_vid__2288__10894__7251__501__172.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,29:27.1,MCxCVF1_12b_1
11591,MCxCVF1_12b_1__0005_vid__2394__439__7526__561__442.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,39:08.5,MCxCVF1_12b_1
11592,MCxCVF1_12b_1__0005_vid__2397__3835__7568__413__536.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,41:20.3,MCxCVF1_12b_1
11593,MCxCVF1_12b_1__0005_vid__2409__2306__7599__140__742.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,41:23.9,MCxCVF1_12b_1
11594,MCxCVF1_12b_1__0005_vid__2423__5114__7617__141__449.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,29:23.3,MCxCVF1_12b_1
11595,MCxCVF1_12b_1__0005_vid__2439__642__7660__656__678.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,02:25.1,MCxCVF1_12b_1
11596,MCxCVF1_12b_1__0005_vid__2480__2804__7782__685__758.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,31:27.8,MCxCVF1_12b_1
11597,MCxCVF1_12b_1__0005_vid__2498__10017__7801__246__848.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,38:32.3,MCxCVF1_12b_1
11598,MCxCVF1_12b_1__0005_vid__2525__1052__7925__542__589.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,21:14.1,MCxCVF1_12b_1
11599,MCxCVF1_12b_1__0005_vid__2549__3205__8023__182__147.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,40:45.3,MCxCVF1_12b_1
11600,MCxCVF1_12b_1__0005_vid__2600__801__8086__458__314.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,21:56.4,MCxCVF1_12b_1
11601,MCxCVF1_12b_1__0005_vid__2788__805__8581__496__340.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,14:02.8,MCxCVF1_12b_1
11602,MCxCVF1_12b_1__0005_vid__2857__525__8944__397__413.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,30:22.1,MCxCVF1_12b_1
11603,MCxCVF1_12b_1__0005_vid__2874__1029__9013__462__468.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,02:09.5,MCxCVF1_12b_1
11604,MCxCVF1_12b_1__0005_vid__2881__178__9028__615__674.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,41:27.0,MCxCVF1_12b_1
11605,MCxCVF1_12b_1__0005_vid__2921__2250__9130__487__618.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,35:09.8,MCxCVF1_12b_1
11606,MCxCVF1_12b_1__0005_vid__2971__517__9284__586__355.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,20:21.2,MCxCVF1_12b_1
11607,MCxCVF1_12b_1__0005_vid__3057__1779__9437__548__456.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,32:15.9,MCxCVF1_12b_1
11608,MCxCVF1_12b_1__0005_vid__3091__10409__9495__730__446.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,03:49.0,MCxCVF1_12b_1
11609,MCxCVF1_12b_1__0005_vid__3103__2030__9520__796__565.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,41:02.2,MCxCVF1_12b_1
11610,MCxCVF1_12b_1__0005_vid__3187__550__9693__609__567.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,02:17.2,MCxCVF1_12b_1
11611,MCxCVF1_12b_1__0005_vid__3213__979__9745__609__420.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,32:24.5,MCxCVF1_12b_1
11612,MCxCVF1_12b_1__0005_vid__3430__5272__10323__614__303.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,25:04.9,MCxCVF1_12b_1
11613,MCxCVF1_12b_1__0005_vid__3567__1733__10795__622__443.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,30:03.7,MCxCVF1_12b_1
11614,MCxCVF1_12b_1__0005_vid__3632__2130__10891__588__473.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,26:50.9,MCxCVF1_12b_1
11615,MCxCVF1_12b_1__0005_vid__3634__2780__10892__785__533.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,35:02.1,MCxCVF1_12b_1
11616,MCxCVF1_12b_1__0005_vid__3697__2459__10967__144__814.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,13:21.3,MCxCVF1_12b_1
11617,MCxCVF1_12b_1__0005_vid__3789__546__11117__521__476.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,04:11.5,MCxCVF1_12b_1
11618,MCxCVF1_12b_1__0005_vid__3829__1224__11213__436__273.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,59:55.2,MCxCVF1_12b_1
11619,MCxCVF1_12b_1__0005_vid__3907__3986__11350__702__691.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,10:01.6,MCxCVF1_12b_1
11620,MCxCVF1_12b_1__0005_vid__3965__780__11444__661__470.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,56:39.8,MCxCVF1_12b_1
11621,MCxCVF1_12b_1__0005_vid__3969__1629__11470__765__475.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,29:02.4,MCxCVF1_12b_1
11622,MCxCVF1_12b_1__0005_vid__3970__744__11470__803__555.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,05:04.1,MCxCVF1_12b_1
11623,MCxCVF1_12b_1__0005_vid__3993__190__11537__731__493.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,02:13.6,MCxCVF1_12b_1
11624,MCxCVF1_12b_1__0005_vid__3996__1363__11539__565__610.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,29:39.5,MCxCVF1_12b_1
11625,MCxCVF1_12b_1__0005_vid__4043__118__11639__432__493.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,14:50.8,MCxCVF1_12b_1
11626,MCxCVF1_12b_1__0005_vid__4052__6578__11660__170__835.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,33:20.6,MCxCVF1_12b_1
11627,MCxCVF1_12b_1__0005_vid__4077__1203__11728__680__392.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,07:20.6,MCxCVF1_12b_1
11628,MCxCVF1_12b_1__0005_vid__4082__8601__11749__261__337.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,45:03.5,MCxCVF1_12b_1
11629,MCxCVF1_12b_1__0005_vid__4153__2004__11894__457__529.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,32:27.6,MCxCVF1_12b_1
11630,MCxCVF1_12b_1__0005_vid__4228__3678__12069__563__481.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,04:55.8,MCxCVF1_12b_1
11631,MCxCVF1_12b_1__0005_vid__4274__501__12164__550__491.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,29:19.2,MCxCVF1_12b_1
11632,MCxCVF1_12b_1__0005_vid__4275__1724__12165__533__693.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,30:14.4,MCxCVF1_12b_1
11633,MCxCVF1_12b_1__0005_vid__4336__1098__12343__525__465.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,46:07.0,MCxCVF1_12b_1
11634,MCxCVF1_12b_1__0005_vid__4341__874__12344__642__259.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,57:33.3,MCxCVF1_12b_1
11635,MCxCVF1_12b_1__0005_vid__4497__1282__12926__102__211.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,58:38.5,MCxCVF1_12b_1
11636,MCxCVF1_12b_1__0005_vid__4532__1507__13050__379__542.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,38:39.3,MCxCVF1_12b_1
11637,MCxCVF1_12b_1__0005_vid__4557__4604__13133__137__441.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,13:17.2,MCxCVF1_12b_1
11638,MCxCVF1_12b_1__0005_vid__4608__1376__13326__767__428.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,45:58.6,MCxCVF1_12b_1
11639,MCxCVF1_12b_1__0005_vid__4620__1847__13331__139__1176.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,29:03.6,MCxCVF1_12b_1
11640,MCxCVF1_12b_1__0005_vid__4670__516__13432__476__370.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,00:03.7,MCxCVF1_12b_1
11641,MCxCVF1_12b_1__0005_vid__4672__3030__13433__455__641.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,58:41.5,MCxCVF1_12b_1
11642,MCxCVF1_12b_1__0005_vid__4736__1453__13620__431__337.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,38:28.2,MCxCVF1_12b_1
11643,MCxCVF1_12b_1__0005_vid__4772__645__13723__564__554.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,34:44.3,MCxCVF1_12b_1
11644,MCxCVF1_12b_1__0005_vid__4807__13135__13828__742__1086.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,29:44.1,MCxCVF1_12b_1
11645,MCxCVF1_12b_1__0005_vid__4872__1173__14020__480__632.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,38:20.6,MCxCVF1_12b_1
11646,MCxCVF1_12b_1__0005_vid__4936__1929__14283__491__666.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,39:59.3,MCxCVF1_12b_1
11647,MCxCVF1_12b_1__0005_vid__4960__1848__14351__644__735.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,34:47.7,MCxCVF1_12b_1
11648,MCxCVF1_12b_1__0005_vid__5010__365__14486__640__447.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,46:43.6,MCxCVF1_12b_1
11649,MCxCVF1_12b_1__0005_vid__5051__29588__14578__186__302.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,42:09.2,MCxCVF1_12b_1
11650,MCxCVF1_12b_1__0005_vid__5063__197__14619__587__400.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,32:32.3,MCxCVF1_12b_1
11651,MCxCVF1_12b_1__0005_vid__5088__1783__14692__308__1116.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,01:56.8,MCxCVF1_12b_1
11652,MCxCVF1_12b_1__0005_vid__5120__3173__14846__674__1122.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,29:55.6,MCxCVF1_12b_1
11653,MCxCVF1_12b_1__0005_vid__5165__3104__15010__376__400.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,13:46.4,MCxCVF1_12b_1
